created_at,Pi1_CO2,Pi1_CH4,Pi1_NH3,Pi2_CO2,Pi2_CH4,Pi2_NH3
2025-11-20 16:15:09+00:00,0,0,0,1932.03,65.83,196.5
2025-11-20 16:16:09+00:00,0,0,0,1937.85,66.08,197.23
2025-11-20 16:17:09+00:00,0,0,0,1940.96,66.21,197.62
2025-11-20 16:18:10+00:00,0,0,0,1940.54,66.19,197.57
2025-11-20 16:19:10+00:00,0,0,0,1940.96,66.21,197.62
2025-11-20 16:20:10+00:00,0,0,0,1941.04,66.21,197.63
2025-11-20 16:21:11+00:00,0,0,0,1938.6,66.11,197.33
2025-11-20 16:22:11+00:00,0,0,0,1936.74,66.03,197.09
2025-11-20 16:23:11+00:00,0,0,0,1928.15,65.67,196.02
2025-11-20 16:24:12+00:00,0,0,0,1916.2,65.18,194.53
2025-11-20 16:25:12+00:00,0,0,0,1916.7,65.2,194.59
2025-11-20 16:26:12+00:00,0,0,0,1918.13,65.26,194.77
2025-11-20 16:27:12+00:00,0,0,0,1913.67,65.07,194.21
2025-11-20 16:28:13+00:00,0,0,0,1908.87,64.87,193.61
2025-11-20 16:29:13+00:00,0,0,0,1904.82,64.7,193.1
2025-11-20 16:30:13+00:00,0,0,0,1904.66,64.69,193.08
2025-11-20 16:31:14+00:00,0,0,0,1904.57,64.69,193.07
2025-11-20 16:32:14+00:00,0,0,0,1911.05,64.96,193.88
2025-11-20 16:33:14+00:00,0,0,0,1910.21,64.93,193.78
2025-11-20 16:34:15+00:00,0,0,0,1918.64,65.28,194.83
2025-11-20 16:35:15+00:00,0,0,0,1924.79,65.53,195.6
2025-11-20 16:36:15+00:00,0,0,0,1918.38,65.27,194.8
2025-11-20 16:37:16+00:00,0,0,0,1920.33,65.35,195.04
2025-11-20 16:38:16+00:00,0,0,0,1916.87,65.2,194.61
2025-11-20 16:39:16+00:00,0,0,0,1914.51,65.1,194.31
2025-11-20 16:40:17+00:00,0,0,0,1912.41,65.02,194.05
2025-11-20 16:41:17+00:00,0,0,0,1915.6,65.15,194.45
2025-11-20 16:42:17+00:00,0,0,0,1923.44,65.48,195.43
2025-11-20 16:43:18+00:00,0,0,0,1916.79,65.2,194.6
2025-11-20 16:44:18+00:00,0,0,0,1907.69,64.82,193.46
2025-11-20 16:45:21+00:00,0,0,0,1914.42,65.1,194.3
2025-11-20 16:46:22+00:00,0,0,0,1913.25,65.05,194.16
2025-11-20 16:47:22+00:00,0,0,0,1907.78,64.82,193.47
2025-11-20 16:48:22+00:00,0,0,0,1909.46,64.89,193.68
2025-11-20 16:49:23+00:00,0,0,0,1907.78,64.82,193.47
2025-11-20 16:50:23+00:00,0,0,0,1911.48,64.98,193.94
2025-11-20 16:51:23+00:00,0,0,0,1909.79,64.91,193.72
2025-11-20 16:52:24+00:00,0,0,0,1900.61,64.53,192.58
2025-11-20 16:53:24+00:00,0,0,0,1899.35,64.47,192.42
2025-11-20 16:54:24+00:00,0,0,0,1900.19,64.51,192.52
2025-11-20 16:55:25+00:00,0,0,0,1904.99,64.71,193.12
2025-11-20 16:56:25+00:00,0,0,0,1898.6,64.44,192.32
2025-11-20 16:57:25+00:00,0,0,0,1904.24,64.68,193.03
2025-11-20 16:58:26+00:00,0,0,0,1902.54,64.61,192.82
2025-11-20 16:59:26+00:00,0,0,0,1905.33,64.72,193.17
2025-11-20 17:00:27+00:00,0,0,0,1913.16,65.05,194.15
2025-11-20 17:01:27+00:00,0,0,0,1914.84,65.12,194.36
2025-11-20 17:02:28+00:00,0,0,0,1913.08,65.05,194.14
2025-11-20 17:03:28+00:00,0,0,0,1913.58,65.07,194.2
2025-11-20 17:04:29+00:00,0,0,0,1916.12,65.17,194.51
2025-11-20 17:05:29+00:00,0,0,0,1917.88,65.25,194.74
2025-11-20 17:06:29+00:00,0,0,0,1921.92,65.41,195.24
2025-11-20 17:07:32+00:00,0,0,0,1919.64,65.32,194.96
2025-11-20 17:08:32+00:00,0,0,0,1917.71,65.24,194.71
2025-11-20 17:09:32+00:00,0,0,0,1910.97,64.96,193.87
2025-11-20 17:10:33+00:00,0,0,0,1903.9,64.66,192.99
2025-11-20 17:11:33+00:00,0,0,0,1906.17,64.76,193.27
2025-11-20 17:12:33+00:00,0,0,0,1890.76,64.12,191.34
2025-11-20 17:13:34+00:00,0,0,0,1893.78,64.24,191.72
2025-11-20 17:14:34+00:00,0,0,0,1898.26,64.43,192.28
2025-11-20 17:15:34+00:00,0,0,0,1896.06,64.34,192.01
2025-11-20 17:16:35+00:00,0,0,0,1896.23,64.34,192.03
2025-11-20 17:17:35+00:00,0,0,0,1888.98,64.04,191.12
2025-11-20 17:18:35+00:00,0,0,0,1885.62,63.9,190.7
2025-11-20 17:19:36+00:00,0,0,0,1884.27,63.84,190.53
2025-11-20 17:20:36+00:00,0,0,0,1877.28,63.55,189.66
2025-11-20 17:21:37+00:00,0,0,0,1873.58,63.4,189.2
2025-11-20 17:22:37+00:00,0,0,0,1877.03,63.54,189.63
2025-11-20 17:23:37+00:00,0,0,0,1879.3,63.64,189.91
2025-11-20 17:24:37+00:00,0,0,0,1877.03,63.54,189.63
2025-11-20 17:25:38+00:00,0,0,0,1878.71,63.61,189.84
2025-11-20 17:26:38+00:00,0,0,0,1881.58,63.73,190.2
2025-11-20 17:27:38+00:00,0,0,0,1886.8,63.95,190.85
2025-11-20 17:28:39+00:00,0,0,0,1887.89,64.0,190.99
2025-11-20 17:29:39+00:00,0,0,0,1886.8,63.95,190.85
2025-11-20 17:30:39+00:00,0,0,0,1886.46,63.94,190.81
2025-11-20 17:31:40+00:00,0,0,0,1886.72,63.95,190.84
2025-11-20 17:32:40+00:00,0,0,0,1894.72,64.28,191.84
2025-11-20 17:33:40+00:00,0,0,0,1893.7,64.24,191.71
2025-11-20 17:34:41+00:00,0,0,0,1887.64,63.99,190.96
2025-11-20 17:35:41+00:00,0,0,0,1884.02,63.83,190.5
2025-11-20 17:36:41+00:00,0,0,0,1884.27,63.84,190.53
2025-11-20 17:37:42+00:00,0,0,0,1885.29,63.89,190.66
2025-11-20 17:38:42+00:00,0,0,0,1886.38,63.93,190.8
2025-11-20 17:39:43+00:00,0,0,0,1886.8,63.95,190.85
2025-11-20 17:40:43+00:00,0,0,0,1887.39,63.97,190.92
2025-11-20 17:41:43+00:00,0,0,0,1892.52,64.19,191.57
2025-11-20 17:42:44+00:00,0,0,0,1890.0,64.08,191.25
2025-11-20 17:43:44+00:00,0,0,0,1888.9,64.04,191.11
2025-11-20 17:44:44+00:00,0,0,0,1888.82,64.03,191.1
2025-11-20 17:45:45+00:00,0,0,0,1889.5,64.06,191.19
2025-11-20 17:46:45+00:00,0,0,0,1888.48,64.02,191.06
2025-11-20 17:47:46+00:00,0,0,0,1885.2,63.88,190.65
2025-11-20 17:48:46+00:00,0,0,0,1895.39,64.31,191.92
2025-11-20 17:49:46+00:00,0,0,0,1900.11,64.5,192.51
2025-11-20 17:50:47+00:00,0,0,0,1895.9,64.33,191.99
2025-11-20 17:51:47+00:00,0,0,0,1886.97,63.96,190.87
2025-11-20 17:52:47+00:00,0,0,0,1892.27,64.18,191.53
2025-11-20 17:53:48+00:00,0,0,0,1886.46,63.94,190.81
2025-11-20 17:54:48+00:00,0,0,0,1882.5,63.77,190.31
2025-11-20 17:55:48+00:00,0,0,0,1883.76,63.82,190.47
2025-11-20 17:56:49+00:00,0,0,0,1883.93,63.83,190.49
2025-11-20 17:57:49+00:00,0,0,0,1885.37,63.89,190.67
2025-11-20 17:58:49+00:00,0,0,0,1882.76,63.78,190.34
2025-11-20 17:59:50+00:00,0,0,0,1875.76,63.49,189.47
2025-11-20 18:00:50+00:00,0,0,0,1874.58,63.44,189.32
2025-11-20 18:01:50+00:00,0,0,0,1877.45,63.56,189.68
2025-11-20 18:02:51+00:00,0,0,0,1870.29,63.26,188.79
2025-11-20 18:03:51+00:00,0,0,0,1865.74,63.07,188.22
2025-11-20 18:04:51+00:00,0,0,0,1865.24,63.05,188.15
2025-11-20 18:05:52+00:00,0,0,0,1861.7,62.9,187.71
2025-11-20 18:06:52+00:00,0,0,0,1861.28,62.89,187.66
2025-11-20 18:07:53+00:00,0,0,0,1863.72,62.99,187.97
2025-11-20 18:08:53+00:00,0,0,0,1862.79,62.95,187.85
2025-11-20 18:09:53+00:00,0,0,0,1866.5,63.1,188.31
2025-11-20 18:10:54+00:00,0,0,0,1864.4,63.02,188.05
2025-11-20 18:11:54+00:00,0,0,0,1861.61,62.9,187.7
2025-11-20 18:12:54+00:00,0,0,0,1861.44,62.89,187.68
2025-11-20 18:13:55+00:00,0,0,0,1862.45,62.94,187.81
2025-11-20 18:14:55+00:00,0,0,0,1865.4,63.06,188.18
2025-11-20 18:15:55+00:00,0,0,0,1863.89,63.0,187.99
